,site,title,knb_id,alt_id,start_date,end_date,pub_date,quality,link1,link2,link3,data_type,study_type,num_spp,comm_data,multi_trophic,env_data_file,habitat_data_file,space_data_file,coord_sys,projection,lat,long,spatial_rep,site_manager,site_contact,lead_pi,pi_email,pi_phone,site_metadata,notes,,,data_obj_count,data_obj_count_adj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2060,CWT,Nutrient effects on a detritus-based stream ecosystem at the Coweeta Hydrologic Laboratory from 1998 to 2003 ,knb-lter-cwt.3062.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3062.13&entityid=9d4a162db0d760a8e943e5ae93cd52a6,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3062.13&entityid=2072ca1ad84a4f5cff24be4b8f380d19,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3062.13&entityid=777c5974e233da70a9e5df77b4fd7f19,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3062.13&entityid=33e4ad4e91820b073c809fadb93940ee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2061,CWT,Changes in incident light intensity to streams with progressive hemlock mortality at 5 Coweeta Hydrologic Laboratory study sites from 2005 to 2013 ,knb-lter-cwt.3071.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3071.13&entityid=4b9e422bd4527c84dea2dc316f316d9c,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3071.13&entityid=2de0b371ff9b3cb6c0598cb8a5d69d6e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2062,CWT,Milanovich salamander cage experiment in 2009,knb-lter-cwt.3080.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3080.13&entityid=a9986cb066812f440bc2bb6e3c13696c,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3080.13&entityid=e069fdaedced5308670a9a1ff7ef79c2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2063,CWT,Milanovich desmognathus quadramaculatus excretion rate data from 2008,knb-lter-cwt.3081.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3081.13&entityid=f998b73fc3578b7629b38646a7a71ca9,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3081.13&entityid=070ef85b0e962484062b7d42f4290d10,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3081.13&entityid=462f92bccad6aeb0252f02dfa99fff88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2064,CWT,Measurements of Soil Water Chemistry at the Coweeta Terrestrial Gradient Sites,knb-lter-cwt.1126.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1126.13&entityid=ffeed84c7cb1ae7bf4ec4bd78275bb98,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1126.13&entityid=8fb4f8ae593a0a84eb7f18f2e6a072b5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2065,CWT,Terrestrial Gradient Throughfall Collections,knb-lter-cwt.1127.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1127.13&entityid=678a1491514b7f1006d605e9161946b1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2066,CWT,"Measurements of Coarse Woody Debris %C and %N at the Coweeta LTER Terrestrial Gradient Sites, Coweeta Hydrological Laboratory, Otto, NC. ",knb-lter-cwt.1128.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1128.13&entityid=ae83a84a4b90df9f284119ec274594d5,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1128.13&entityid=5ba01f63f4e6da04803d340b371d9fc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2067,CWT,"Coarse Woody Debris Cations Measurements at the Coweeta LTER Terrestrial Gradient Sites, Coweeta Hydrological Laboratory, Otto, NC. ",knb-lter-cwt.1129.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1129.13&entityid=b23f920b2fefaf5d5c54f4c3dbe9e9bd,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1129.13&entityid=493016c85af617bcf7ca3cd6238680ff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2068,CWT,Eastern Hemlock Tree Growth,knb-lter-cwt.1130.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1130.13&entityid=4a213d37242bdcad8e7300e202e7caa4,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1130.13&entityid=70775cf2c3894803b18fd002868ea377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2069,CWT,"Spring and Fall Leaf Phenology from Coweeta LTER Soil Moisture Sites 2 and 4, Watershed 1, Otto, North Carolina. ",knb-lter-cwt.1142.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1142.16&entityid=07a64010d9ef2942e16723dc9995367d,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1142.16&entityid=3622e630fbec24abc7fdd8033f1aa536,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1142.16&entityid=c933de506bb3afadc01f906a0a018a9b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2070,CWT,"Measurements of coarse woody debris at 10 hillslope sites at the Coweeta Hyrdological Laboratory, Macon County, North Carolina ",knb-lter-cwt.1149.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1149.13&entityid=352fdac362757e2fae6f139d43ad7710,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1149.13&entityid=24b25ba286b33194fc9afc66013eb8b7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2071,CWT,Examining the potential effects of phytophagous insect frass on forest nitrogen cycling at the Coweeta Hydrologic Laboratory from 1999 to 2001 ,knb-lter-cwt.1069.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1069.11&entityid=fc2c7c47b918d0c2d792a719dfb602ef,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1069.11&entityid=6765f7b188d0c048ff53f5d31d0a5f40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2072,CWT,Modeling Viability of Avian Populations in the Southern Appalachians: Potential impacts of Climate Change from 2002 to 2004 ,knb-lter-cwt.1072.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1072.13&entityid=20618e2ab208e04474953bec4432a1da,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1072.13&entityid=91bb0e6efe7c785a56d0f416a09bf408,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1072.13&entityid=6eccd39c7327422d9c2fcf9c3b5d48b7,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.1072.13&entityid=5607a86523b9f4d8f2e2e1978644243e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2073,CWT,Changes in water temperature in streams with progressive hemlock mortality at 8 Coweeta Hydrologic Laboratory study sites from 2004 to 2013 ,knb-lter-cwt.3070.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3070.23&entityid=59e9997036bc13cb156ae4ac6547c9f7,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3070.23&entityid=74d9238a036fdf70cf37676d3ce9742f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2074,CWT,"Plethodon hybrid zone capture-mark-recapture survey plots at the Coweeta Hyrdologic Laboratory, Otto, NC. ",knb-lter-cwt.3086.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3086.13&entityid=5f6cecee85daedc395c434a5af473ddd,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-cwt.3086.13&entityid=9049c87f5d1df92598a5b941ba78f1b1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2075,FCE,"Quantitative and qualitative aspects of dissolved organic carbon leached from plant biomass in Taylor Slough, Shark River and Florida Bay (FCE) for samples collected in July 2004 ",knb-lter-fce.1102.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1102.2&entityid=7f24d64b5fc6069bbcb364a2ba8be370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2076,FCE,"Chemical characteristics of dissolved organic matter in an oligotrophic subtropical wetland/estuary ecosystem, Everglades National Park (FCE), South Florida from December 2001 to January 2002 ",knb-lter-fce.1103.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1103.2&entityid=14a7f83be82aa1eca56961d3e1bbd745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2077,FCE,"Physical and microbial processing of dissolved organic nitrogen (DON) (Salinity Experiment) along an oligotrophic marsh/mangrove/estuary ecotone (Taylor Slough and Florida Bay) for August 2003 in Everglades National Park (FCE), South Florida, USA ",knb-lter-fce.1104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1104.2&entityid=6eaa03c2b05fed9d0ec2971ebf2b7341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2078,FCE,"Physical and microbial processing of dissolved organic nitrogen (DON) (Photodegradation Experiment) along an oligotrophic marsh/mangrove/estuary ecotone (Taylor Slough and Florida Bay) for August 2003 in Everglades National Park (FCE), South Florida, USA ",knb-lter-fce.1105.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1105.2&entityid=f0a5049ed1ba73a705ea8694cf11a5dd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2079,FCE,"Characterization of dissloved organic nitrogen in an oligotrophic subtropical coastal ecosystem (Taylor Slough and Shark River Slough) for December 2001 in Everglades National Park (FCE), South Florida, USA ",knb-lter-fce.1106.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1106.2&entityid=089703d1228d2010c9e8e6748d6ab3d2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2080,FCE,"Periphyton Productivity from the Shark River Slough and Taylor Slough, Everglades National Park (FCE), from October 2001 to Present ",knb-lter-fce.1107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1107.5&entityid=ac394fca14259073329ffe19ecf096f6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2081,FCE,"Macrophyte count data collected from Northeast Shark Slough, Everglades National Park (FCE) from September 2006 to Present ",knb-lter-fce.1108.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1108.3&entityid=737a8b91408e7f75470efc73a2910bcc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2082,FCE,"Periphyton data collected from Northeast Shark Slough, Everglades National Park (FCE) from September 2006 to Present ",knb-lter-fce.1109.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1109.3&entityid=ea76c70dddcbf0a991f18a39b605db4f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2083,FCE,"Periphyton Accumulation Rates from Shark River Slough, Taylor Slough and Florida Bay, Everglades National Park (FCE) from January 2001 to Present ",knb-lter-fce.1110.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1110.6&entityid=a17ec9dc79a09db045a7cdf132b19c4b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2084,FCE,"Periphyton Biomass Accumulation from the Shark River and Taylor Sloughs, Everglades National Park (FCE), from January 2003 to Present ",knb-lter-fce.1111.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1111.4&entityid=34ebaa174b4bfe12ad2ba3dc409cf0ce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2085,FCE,"Macroalgae Production in Florida Bay (FCE), South Florida from May 2007 to Present",knb-lter-fce.1112.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1112.4&entityid=9f81703b14cb3b587a8e01f380aa0cef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2086,FCE,"Soil Physical Data from the Taylor Slough, just outside Everglades National Park (FCE), from October 1998 to October 2006 ",knb-lter-fce.1089.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1089.3&entityid=5d490a6a3cde00b69beb840cc8d47ef6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2087,FCE,"Soil Physical Data from the Taylor Slough, within Everglades National Park (FCE), from September 1999 to November 2006 ",knb-lter-fce.1090.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1090.3&entityid=3d251ae78e2e0c2594ef0cc5199cdaee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2088,FCE,"Soil Characteristic and Nutrient Data from the Taylor Slough, within Everglades National Park (FCE), from March 2002 to April 2004 ",knb-lter-fce.1091.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1091.3&entityid=003804c383470eb86f790a99aa9ae9bb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2089,FCE,"Precipitation from the Shark River Slough, Everglades National Park (FCE), South Florida from November 2000 to Present ",knb-lter-fce.1092.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1092.8&entityid=c265278915f070f88a61b614a5a693c2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2090,FCE,"Water Levels from the Taylor Slough, Everglades National Park (FCE), South Florida from April 1996 to Present ",knb-lter-fce.1093.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1093.6&entityid=f09d3ccbfa65091e8ee935c80e16b351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2091,FCE,"Water Levels from the Shark River Slough, Everglades National Park (FCE), South Florida from October 2000 to Present ",knb-lter-fce.1094.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1094.7&entityid=46366b5e5cce74e5a1a315739cec95af,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2092,FCE,"Precipitation from the Taylor Slough, just outside Everglades National Park (FCE), South Florida from August 2000 to December 2006 ",knb-lter-fce.1095.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1095.3&entityid=f9f9c806d769429c31b620111c44339c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2093,FCE,"Water Levels from the Taylor Slough, just outside the Everglades National Park (FCE), South Florida from October 1997 to December 2006 ",knb-lter-fce.1096.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1096.3&entityid=72992b1b538adf72a84c293ee9316e2c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2094,FCE,"Precipitation from the Taylor Slough, Everglades National Park (FCE), South Florida from July 2000 to Present ",knb-lter-fce.1097.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1097.4&entityid=425d01ae5d43b5b663ec91e202e6e43d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2095,FCE,"Water Levels from the Taylor Slough, Everglades National Park (FCE), South Florida from August 1999 to Present ",knb-lter-fce.1098.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1098.6&entityid=4d74e829f55bdd9ececae4e302bdc94d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2096,FCE,"Monthly monitoring of Fluorescence, UV, Humic and non-Humic Carbon, Carbohydrates, and DOC for Shark River Slough, Taylor Slough, and Florida Bay, Everglades National Park (FCE) for January 2002 to Present ",knb-lter-fce.1099.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1099.3&entityid=c20574f6621bbf2e529f34475ee80df0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2097,FCE,Examination of protein-like fluorophores in chromophoric dissolved organic matter (CDOM) in a wetland and coastal environment for the wet and dry seasons of the years 2002 and 2003 (FCE) ,knb-lter-fce.1100.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1100.2&entityid=08834b918d10a5a8a1d34cfd31a3aa0e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2098,FCE,"Monthly monitoring fluorescence data for Florida Bay, Ten Thousand Islands, and Whitewater Bay, in southwest coast of Everglades National Park (FCE) for February 2001 to December 2002 ",knb-lter-fce.1101.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,https://portal.lternet.edu/nis/dataviewer?packageid=knb-lter-fce.1101.3&entityid=332486395ce04bfca6d5e11646fbe606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
